,classifier,training_accuracy,testing_accuracy,percent_difference,overfitting_measure
2,LogReg,0.713305412371134,0.7270531400966184,-1.9273269888398683,-0.013747727725484382
0,SVM,0.7029639175257734,0.7246376811594203,-3.0831971731824033,-0.021673763633646925
3,MLP,0.7195339347079037,0.7077294685990339,1.6405711446621234,0.011804466108869871
1,RForest,0.6780605670103093,0.6859903381642513,-1.1694782943809554,-0.007929771153942
