,precision,recall,f1-score,support
Post-pubertal,0.8785714285714286,0.9044117647058824,0.8913043478260869,136.0
Pre-pubertal,0.8064516129032258,0.8333333333333334,0.819672131147541,120.0
Pubertal,0.78,0.740506329113924,0.7597402597402597,158.0
accuracy,0.821256038647343,0.821256038647343,0.821256038647343,0.821256038647343
macro avg,0.8216743471582181,0.8260838090510466,0.8235722462379625,414.0
weighted avg,0.8200480865558004,0.821256038647343,0.8203309373937531,414.0
